sample,Site,Visit,Category,treatment.status,WaterPotential_MPa,PercentMoisture,Total.N,Total.C,CN.ratio,OM.LOI,pH,EC,NH4,NO3,P,meanDepth,meanSPC,waterpH,meanORP,Phrag Present,NoSpecies_1,DomSpecies_1,Listspecies_1,NoSpecies_2,DomSpecies_2,Listspecies_2,NoSpecies_3,DomSpecies_3,Listspecies_3,NoSpecies_4,DomSpecies_4,Listspecies_4,NoSpecies_5,DomSpecies_5,Listspecies_5,MeanSpecies,mean.canopy,mean.stem.density,lat,long,Location,Area,plotID,year.last.treatment,treatment.2021,herbicide.2021,num_treatments,num_phrag_total,percent.phrag,num_phrag_per,phrag.present,isimpaired,algal.growth,cause.unk.impaired.biota,metals.other.hg,nutrients,oxygen.depletion,pathogens,polychlorinated.biphenyls,solids.chlorides.sulfates,temperatur,unimpaired,mean.orp,mean.orp.10,mean.orp.20,mean.do.mg,mean.do.percent,mean.depth,mean.mulch,mean.temp,np.ratio,sp.richness,treatment.2021,soil.salinity,nanodrop.dna,Al1670,As1890,B_2497,Ba4554,Ca3179,Cd2265,Co2286,Cr2835,Cu3247,Fe2382,K_7664,Mg2852,Mn2576,Mo2020,Na5895,Ni2316,P_1782,Pb2203,S_1820,Se1960,Si2516,Sr4077,Ti3088,V_3093,Zn2138
14C,14,C,Treated,Treated,-0.35,268.2,1.691,25.9,15.3198,38.8,7.399,6.78,5.9676,4.5303,68.32,-26,NA,NA,NA,Yes,3,phragmites,"phragmites, verbena, mentha",3,phragmites,"solidago kepida, eut mac, phragmites",1,phragmites,phragmites,2,phragmites,"euthamia, eup mac, phragmites",2,phragmites,"joe-pye weed, phragmites",2.2,196.2,38.8,40.27085,-111.73919,Powell Slough,Utah Lake,UL3,2021,,N,,12,80,5,Y,Y, , , , ,Cause, , , , ,,,147.8,186.6,NA,NA,-26,8.8,NA,NA,6,Trample,Saline,,5.381,0.0538,0.1792,0.8926,466.9,0.0039,0.0081,0.0666,0.0855,31.45,3.951,25.7,0.5345,0.0089,5.302,0.0246,5.155,0.1142,23.51,0.0136,2.979,1.943,0.2712,0.1046,0.2677
15C,15,C,Treated,Treated,-0.06,365.7,1.618,22.695,14.0256,24.5,7.37,3.698,8.5357,0.2738,45.39,-10.83333333,1046.5,7.055,-232.4,Yes,4,phragmites,"phragmites, lemna minor, polypogon mon, typhina",6,phragmites,"eleocharis, phragmites, eut mac, juncos ens, typha, ran cya",2,phragmites,"lirgium arvense, phragmites",1,phragmites,phragmites,2,phragmites,"phragmites, canada thistle",3,164.6,103.6,40.27107,-111.73754,Powell Slough,Utah Lake,UL4,2021,,N,,13,86.7,5,Y,Y, , , , ,Cause, , , , ,,-92.96,-109,-119,0.08,0.95,-6.5,8.4,18.85,NA,11,Trample + Mow,Brackish,,7.859,0.0325,0.1891,0.7283,393.2,0.0035,0.0057,0.0491,0.0556,15.44,3.586,24.35,0.3501,0.0078,1.74,0.0142,5.58,0.1392,25.64,-0.0006,3.12,1.379,0.3961,0.0763,0.1282
16C,16,C,Untreated,Untreated,-0.47,74.3,2.033,26.671,13.1219,38,7.598,2.8175,8.6229,21.72,40.95,NA,NA,NA,NA,Yes,4,cirsium arvenae,"cirvarv, phragmites, galium ararine, brassiea nigre",2,phragmites,"cirsium arvenge, phragmites",1,phragmites,phragmites,1,phragmites,phragmites,2,phragmites,"canada thistle, phragmites",2,182.25,11,40.27215,-111.73804,Powell Slough,Utah Lake,,,,N,,11,73.3,4,Y,Y, , , , ,Cause, , , , ,,,208.4,200,NA,NA,NA,9.4,NA,NA,5,NA,Brackish,,10.45,0.0269,0.22,0.9565,297.8,0.0033,0.0061,0.0433,0.0601,14.74,4.635,19.73,0.4215,0.0061,0.829,0.0122,6.081,0.1227,23.86,-0.0089,3.2,1.316,0.5512,0.063,0.1225
17C,17,C,Treated,Treated,-0.31,31.8,0.233,4.384,18.834,4.6,7.552,0.7546,8.0161,1.5069,30.69,NA,NA,NA,NA,Yes,2,phragmites,"cattail, phragmites",2,phragmites,"phragmites, cattail",3,canary reed grass,"phragmites, cattail",1,cattail,cattail,1,cattail,cattail,1.8,202.8,19.4,40.94368,-111.90174,FBWMA,Great Salt Lake,GSL1,,,N,,9,60,2,Y, , , , , , , , , , ,,,145,176.8,NA,NA,NA,17.4,NA,NA,2,NA,Fresh,,37.75,0.0118,0.1396,0.4672,85.4,0.0086,0.0484,0.2756,0.1757,86.17,19.49,49.68,1.738,-0.0009,1.352,0.1056,3.7,0.1322,2.057,-0.0235,4.649,0.186,2.122,0.2125,0.4106
18C,18,C,Native,Untreated,0.29,338.7,1.198,18.185,15.181,33.7,6.694,4.695,7.1256,0.3646,83.01,5.4,1434,6.68,-137.7,No,1,hardstem bullrush,hardstem bullrush,1,hardstem bullrush,hardstem bullrush,1,hardstem bullrush,hardstem bullrush,2,cattail,"cattail, hardstem bullrush",3,bittersweet nightshade,"cattail, hardstem bullrush, bittersweet nightshade",1.6,181.2,13.2,40.93313,-111.9062,FBWMA,Great Salt Lake,,,,Y,,1,6.7,0,N, , , , , , , , , , ,,-82.62,-136,-125.4,0.026666667,0.333333333,5.4,26.6,19.13333333,NA,3,Spray,Saline,,18.89,0.0348,0.1769,0.2416,37.62,0.006,0.0285,0.1708,0.1908,45.89,10.94,24.93,0.7032,0.0359,6.263,0.0685,3.599,0.1309,25.32,-0.0038,3.259,0.1566,1.177,0.1406,0.3812
19C,19,C,Treated,Treated,-0.15,67.6,0.135,3.286,24.2954,1.3,8.272,2.58,2.2957,0.1142,24.15,10,3675,6.89,-128.2,Yes,2,grass,cattail,3,grass,"cattail, phragmites",1,grass,grass,2,cattail,"cattail, grass",1,cattail,cattail,1.8,103,177.8,40.93401,-111.90578,FBWMA,Great Salt Lake,GSL2,,,Y,,0,0,0,N, , , , , , , , , , ,,-76.92,-232,-184.6,0.803333333,11.1,10,1.6,23,NA,3,Spray,Brackish,,26.5,0.0195,0.1866,0.4134,79.93,0.0053,0.0226,0.1221,0.1573,45.9,15.75,62.36,0.8988,0.0009,8.191,0.049,3.33,0.3045,3.256,-0.0104,4.121,0.2777,1.364,0.1732,0.3321
20C,20,C,Native,Untreated,-0.44,395.9,0.858,12.289,14.3298,13.3,7.543,14.51,6.3936,0.1481,135.56,3.6,6241,6.963333333,-238.9333333,No,1,hardstem bullrush,hardstem bullrush,1,hardstem bullrush,hardstem bullrush,1,hardstem bullrush,hardstem bullrush,2,hardstem bullrush,cattail,1,hardstem bullrush,hardstem bullrush,1.2,182,59,40.91323,-111.9235,FBWMA,Great Salt Lake,,,,Y,,0,0,0,N, , , , , , , , , , ,,-143.36,-280.2,-253.6,0.083333333,1.133333333,3.6,50,23.2,NA,2,Spray,Saline,,24.38,0.0329,0.3855,0.4247,272.6,0.0055,0.0233,0.1375,0.1836,48.81,15.43,72.28,1.183,0.0115,29.13,0.0536,5.024,0.1939,21.91,-0.0161,4.199,0.9144,1.085,0.2241,0.4004
21C,21,C,Native,Untreated,-0.21,432.1,1.115,15.756,14.1322,21.8,7.953,16.62,8.1387,0.1555,85.07,-4.2,11393.33333,6.883333333,-235.6666667,No,1,cattail,cattail,2,cattail,"cattail, amarynth",2,cattail,"cattail, amarynth",2,cattail,amarynth,1,cattail,cattail,1.6,160.2,11.8,40.91499,-111.92265,FBWMA,Great Salt Lake,,,,N,,0,0,0,N, , , , , , , , , , ,,-141.4,-224,-215.4,0.036666667,0.5,-4.2,0,20.46666667,NA,2,NA,Saline,40.9,27.58,0.0583,0.2958,0.467,223.3,0.0085,0.0289,0.1768,0.2956,58.7,14.76,55.11,0.9215,0.0171,33.93,0.074,5.675,0.4049,25.31,-0.0064,4.534,0.8433,1.038,0.2264,0.6268
22C,22,C,Treated,Treated,-0.78,177.4,0.505,7.04,13.9296,6.8,7.874,10.16,4.8592,0.1548,81.76,0.2,10091.66667,7.346666667,-303.5666667,Yes,1,alkali bullrush,alkali bullrush,3,phragmites,"phragmites, alkali bullrush, lemna",2,alkali bullrush,lemna,2,alkali bullrush,lemna,2,phragmites,alkali bullrush,2,83.8,25.8,40.91232,-111.92378,FBWMA,Great Salt Lake,GSL3,,,Y,,5,33.3,2,Y, , , , , , , , , , ,,-182.14,-318.6,-317.6,0.07,1,0.2,5.6,23.63333333,NA,3,Spray,Saline,,47.11,0.0429,0.3231,0.4764,81.5,0.0121,0.0639,0.4203,0.3354,115.7,27.19,61.92,1.356,0.0072,26.95,0.1385,3.445,0.3677,17.41,-0.028,5.142,0.3858,2.381,0.3,0.7124
23C,23,C,Treated,Treated,-2.36,97.4,0.748,12.171,16.2724,7.8,7.416,16.1,10.7847,1.9141,75.93,NA,NA,NA,NA,Yes,5,grass,"sunflower, grass, tall with little pods, rabbit foot-type plant",4,grass,"grass, rabbit-foot, phragmites, firework-looking",5,baby phragmites,"grass, wide/spiky leaf, long/broad leaf, red plant",2,green with insect holes,baby phragmites,2,green wide/spiky with pink pods,phragmites,3.6,64.2,105.4,40.91316,-111.94129,FBWMA,Great Salt Lake,GSL4,,,Y,,0,0,0,N, , , , , , , , , , ,,,223.8,203.4,NA,NA,NA,4.2,NA,21.78413719,9,Spray,Saline,,29.52,0.0476,0.1794,0.7724,252.1,0.013,0.0285,0.2184,0.632,59.54,12.6,67.56,1.095,0.0085,35.1,0.0696,5.249,0.8131,18.53,-0.0168,5.198,0.7821,1.054,0.2293,1.328
24C,24,C,Untreated,Untreated,-1.14,51.2,0.357,6.487,18.174,5.8,7.835,4.892,4.8226,6.8189,80.31,NA,NA,NA,NA,Yes,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1,331,11.4,40.91921,-111.94921,FBWMA,Great Salt Lake,,,,N,,14,93.3,5,Y, , , , , , , , , , ,,,212.4,200,NA,NA,NA,16.2,NA,9.829937478,1,NA,Saline,,21.37,0.0517,0.2186,0.5743,276.1,0.0088,0.0194,0.1783,0.3396,43.41,10.03,90.21,1.273,0.0047,10.24,0.044,4.488,0.8661,6.337,-0.0177,5.005,1.099,0.9262,0.237,0.7662
25C,25,C,Treated,Treated,-4.93,49.4,0.729,10.416,14.2803,8.9,7.793,16.74,2.5241,3.5237,102.94,NA,NA,NA,NA,Yes,,,,2,saltgrass,,3,hordeum jubatum,"phragmites, other",3,salicornia,"hordeum jubatum, spergularia, phragmites, polypogo",4,pistichilis,"phragmites, hardeum subatum, polypogon",2.4,36.2,445.2,40.91486,-111.99089,FBWMA,Great Salt Lake,GSL5,2020,,N,,2,13.3,0,Y,N, , , , , , , , , ,Cause,,146.6,137.8,NA,NA,NA,2.8,NA,15.66013601,5,NA,Saline,,19.34,0.0689,0.3263,0.6538,415.7,0.0131,0.0202,0.1965,0.6267,38.65,12.37,98.69,1.414,0.0033,42.24,0.0472,5.418,0.6636,15.4,-0.0144,5.075,2.81,0.7819,0.2598,1.047
26C,26,C,Untreated,Untreated,-0.42,107.3,0.672,10.609,15.7986,9.2,7.808,3.378,6.0461,0.3254,107.11,-4.9,4565,7.36,13.45,Yes,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1,357,15,40.89986,-112.01522,FBWMA,Great Salt Lake,,,,Y,,15,100,5,Y,N, , , , , , , , , ,Cause,5.38,-92.4,-98.4,0.063333333,1.2,-4.9,71.2,21.45,13.87367188,1,Spray,Brackish,,22.69,0.0831,0.274,0.9584,419.4,0.0151,0.0211,0.27,0.7291,45.25,12.39,93.77,1.414,0.0094,10.07,0.06,5.967,0.5175,12.63,-0.0222,4.81,2.937,1.231,0.2483,1.091
27C,27,C,Untreated,Untreated,-1.34,37.9,0.245,7.429,30.3646,3.8,7.836,3.969,4.7779,2.1341,42.35,NA,NA,NA,NA,Yes,2,little guy,phragmites,1,phragmites,phragmites,2,leafy green,phragmites,1,phragmites,phragmites,2,leafy green,phragmites,1.6,201.5,52.6,41.42317,-112.08604,BRMBR,Great Salt Lake,,2018,,N,,12,80,2,Y,N, , , , , , , , , ,Cause,,142.2,124,NA,NA,NA,0.6,NA,12.79277717,1,NA,Brackish,,15.92,0.0172,0.085,0.6836,539.5,0.0035,0.012,0.092,0.0561,31.07,8.572,48.18,1.446,0.0016,8.181,0.0332,3.004,0.0459,5.133,-0.0133,5.05,1.667,0.5519,0.1234,0.1377
28C,28,C,Native,Untreated,-0.97,46.2,0.263,7.178,27.2819,3.4,7.696,4.535,4.7198,4.4954,43.79,NA,NA,NA,NA,No,1,cattail,cattail,1,cattail,cattail,1,cattail,cattail,1,cattail,cattail,1,cattail,cattail,1,232,9,41.42287,-112.08645,BRMBR,Great Salt Lake,,2018,,N,,0,0,0,N,N, , , , , , , , , ,Cause,,188,195.6,NA,NA,NA,0,NA,13.28106703,1,Grazing,Saline,,19.16,0.0144,0.0931,0.6388,491.6,0.0045,0.0143,0.0917,0.0544,33.99,9.467,48.15,1.339,0.003,9.862,0.0319,3.302,0.0486,8.018,-0.0395,5.042,1.452,0.7686,0.1303,0.1488
29C,29,C,Untreated,Untreated,-0.92,39.8,0.349,8.267,23.7015,5.8,7.87,2.707,4.6078,2.928,44.16,NA,NA,NA,NA,Yes,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1,242.6,10.8,41.42255,-112.1074,BRMBR,Great Salt Lake,,,,N,,15,100,5,Y, , , , , , , , , , ,,,,,NA,NA,NA,6.8,NA,17.47626122,1,NA,Brackish,,20.23,0.0135,0.1078,0.6822,499.2,0.0036,0.0161,0.0916,0.0584,36.06,10.91,49.07,1.546,0.0004,7.576,0.0358,3.488,0.0556,5.541,-0.0239,5.027,1.495,0.7902,0.1376,0.1701
30C,30,C,Native,Untreated,-0.36,46.1,0.351,8.433,24.0055,5.5,7.61,1.738,7.2042,5.219,52.76,NA,NA,NA,NA,No,1,hardstem bullrush,hardstem bullrush,1,hardstem bullrush,hardstem bullrush,1,hardstem bullrush,hardstem bullrush,1,hardstem bullrush,hardstem bullrush,1,hardstem bullrush,hardstem bullrush,1,162.8,30,41.42313,-112.11765,BRMBR,Great Salt Lake,,,,N,,0,0,0,N, , , , , , , , , , ,,,,,NA,NA,NA,25.4,NA,14.71141663,1,Grazing,Brackish,,20.63,0.02,0.0948,0.652,496,0.0055,0.0156,0.0957,0.057,37.17,11.03,46.88,1.386,0.0022,5.029,0.0392,3.582,0.0475,4.883,-0.0169,5.044,1.437,0.7144,0.1382,0.1763
31C,31,C,Treated,Treated,-2.5,40.7,0.168,5.214,31.0822,2.8,8.152,7.769,3.2937,0.7939,52.19,NA,NA,NA,NA,Yes,3,phragmites,"phragmites, bindweed, other",,,,1,phragmites,phragmites,,,,2,unknown,unknown ,1.2,52,13.66666667,41.42277,-112.12871,BRMBR,Great Salt Lake,GSL6,,,Y,,9,60,2,Y, , , , , , , , , , ,,,,,NA,NA,NA,6,NA,7.118264972,3,Spray,Saline,,15.85,0.0065,0.0762,0.4846,329.6,0.0032,0.0123,0.0953,0.0323,28.01,9.077,45.6,1.192,-0.0003,18.43,0.0288,3.146,0.0241,2.687,-0.0049,4.842,0.7024,0.6532,0.1113,0.127
32C,32,C,Native,Untreated,-0.6,93.8,0.342,7.33,21.4115,4.5,7.952,6.597,4.1718,0.1677,35.37,44.5,6663,7.543333333,-139.2,No,1,cattail,cattail,1,cattail,cattail,1,cattail,cattail,1,cattail,cattail,1,cattail,cattail,1,149.8,8.8,41.42293,-112.13471,BRMBR,Great Salt Lake,,,,Y,,0,0,0,N, , , , , , , , , , ,,-83.52,,,0.026666667,0.366666667,44.5,0,22.96666667,21.38174824,1,Spray,Saline,,20.94,0.0163,0.1433,0.5287,409.3,0.004,0.0182,0.1035,0.0716,40.96,15.59,54,1.284,0.0023,21.39,0.0447,3.271,0.0506,10.34,-0.0037,5.302,1.165,0.5522,0.1522,0.1785
33C,33,C,Treated,Treated,-1.32,32.8,0.25,6.865,27.4427,3.7,8.353,2.562,3.9059,1.7841,36.1,NA,NA,NA,NA,Yes,1,phragmites,phragmites,1,phragmites,phragmites,2,phragmites,"phragmites, grass",2,phragmites,"phradgmites, sunflower",2,phragmites,phragmites,1.6,71.6,15.2,41.42141,-112.14694,BRMBR,Great Salt Lake,GSL7,,,Y,,14,93.3,5,Y, , , , , , , , , , ,,,173.4,158.6,NA,NA,NA,2,NA,15.31387057,3,Spray,Brackish,104.9,20.95,0.0153,0.1419,0.6049,441.5,0.0045,0.0175,0.1015,0.0543,38.45,14.03,64.06,1.373,-0.0009,9.15,0.0369,3.262,0.0428,3.061,-0.0184,6.073,1.388,0.7622,0.1603,0.1657
34C,34,C,Native,Untreated,-0.52,77,0.493,9.28,18.82,8.6,7.547,4.684,9.1986,0.1814,44.4,34.4,1813.666667,7.74,-81.83333333,No,2,cattail,"cattail, ground plant",1,cattail,cattail,1,cattail,cattil,1,cattail,cattail,7,cattail,cattail,2.4,166.6,10.8,41.42295,-112.14687,BRMBR,Great Salt Lake,,,,Y,,0,0,0,N, , , , , , , , , , ,,-49.1,-99.2,-92,1.343333333,20.46666667,34.4,3,26.7,24.55365303,2,Spray,Saline,49.3,20.58,0.037,0.1227,0.4346,314.5,0.0042,0.0183,0.1116,0.0654,40.16,12.2,42.55,0.9426,0.0047,10.76,0.0424,3.872,0.0369,12.71,-0.0092,5.356,0.7894,0.8666,0.1376,0.1839
35C,35,C,Treated,Treated,-1.21,50.8,0.153,5.665,37.0261,1.9,8.245,3.356,2.4652,0.0929,35.16,79.8,11287.33333,7.693333333,-266.3666667,Yes,1,phragmites,phragmites,2,phragmites,"phragmites, weird grass",1,weird grass,weird grass,1,phragmites,phragmites,1,phragmites,phragmites,1.2,97.6,18.8,41.41966,-112.17626,BRMBR,Great Salt Lake,GSL8,,,Y,,9,60,4,Y, , , , , , , , , , ,,-159.82,-204.2,-169.6,0.04,0.566666667,79.8,NA,24.6,9.622650888,2,Spray,Brackish,39.7,19.68,0.0078,0.1115,0.5611,436.9,0.0041,0.0149,0.0926,0.0403,34.86,12.14,56.54,1.328,-0.0005,10.26,0.0351,2.962,0.0382,4.056,-0.0194,5.115,1.15,0.6394,0.1431,0.1434
36C,36,C,Untreated,Untreated,-0.86,68.6,0.183,5.497,30.0133,3.1,7.912,2.288,5.2253,0.0819,55.72,-18.2,13757,7.26,150.1,Yes,1,phragmites,phragmites,1,phragmites,phragmites,17,1,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,4.2,270,10.8,41.41581,-112.21602,BRMBR,Great Salt Lake,,,,N,,13,86.7,4,Y, , , , , , , , , , ,,90.06,-0.4,64.2,0.57,8,-18.2,18.75,22.63333333,7.262600368,1,NA,Brackish,69.5,17.64,0.0118,0.0677,0.5069,372.3,0.0038,0.0134,0.0874,0.0335,30.32,7.967,52.45,1.34,0.0013,5.399,0.0284,3.384,0.0243,2.268,-0.0295,4.742,0.8389,0.675,0.1297,0.1355
37C,37,C,Untreated,Untreated,-1.07,66.5,0.303,6.74,22.2574,5.3,7.729,3.782,4.5754,0.1691,36.74,-14.2,6268.666667,7.123333333,-0.166666667,Yes,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,"phragmites,",1,phragmites,phragmites,1,200.6,13.8,41.42837,-112.28221,BRMBR,Great Salt Lake,,,,N,,15,100,5,Y, , , , , , , , , , ,,-0.1,-48.4,-69,0.09,1.266666667,-14.2,13,22.36666667,18.23709422,1,Grazing,Brackish,117.3,21.73,0.0241,0.1281,0.5099,365.7,0.0047,0.0156,0.1108,0.0599,38.88,12.88,55.28,1.27,0.0039,9.502,0.0404,3.3,0.0448,4.769,-0.0152,4.991,1.102,0.7544,0.152,0.1725
38C,38,C,Native,Untreated,-0.83,80,0.248,7.256,29.2679,3.1,7.81,3.787,5.3375,0.1106,34.44,-11.8,8655,6.88,-61.6,No,1,hardstem bullrush,hardstem bullrush,1,hardstem,hardstem,1,hardstem,hardstem,1,hardstem bullrush,hardstem bullrush,1,hardstem bullrush,hardstem bullrush,1,188.2,33.2,41.43724,-112.28945,BRMBR,Great Salt Lake,,,,N,,0,0,0,N, , , , , , , , , , ,,-12.32,-206.72,-210.4,0.1,1.4,-11.8,9.8,24.2,15.92357961,1,Grazing,Brackish,60.9,16.1,0.0101,0.063,0.5323,407,0.0032,0.0144,0.0826,0.0329,28.79,7.326,42.56,1.176,0.0012,9.676,0.0296,2.987,0.0278,6.229,-0.0329,5.538,1.046,0.5685,0.1138,0.1303
39C,39,C,Native,Untreated,-0.77,61.6,0.196,5.635,28.691,2.9,7.684,4.166,3.884,0.0938,24.15,-6.9,8077.5,6.97,-84.9,No,1,hardstem bullrush,hardstem bullrush,1,hardstem,hardstem,1,hardstem,hardstem,1,hardstem bullrush,hardstem bullrush,2,hardstem bullrush,"alkali BR, hardstem bullrush",1.2,165.5,60.2,41.4429,-112.28801,BRMBR,Great Salt Lake,,,,N,,0,0,0,N, , , , , , , , , , ,,-33.96,-242.2,-236.6,0.08,2.5,-6.9,12.9,28.6,17.94696854,2,Grazing,Saline,361.3,16.12,0.0137,0.0666,0.4359,379.4,0.0027,0.0145,0.0433,0.0271,26.55,7.907,44.95,0.9919,0.003,8.801,0.0242,2.952,0.023,6.274,0.0028,11.02,0.8881,0.7017,0.167,0.1084
40C,40,C,Treated,Treated,-0.16,83,0.285,6.82,23.9432,5.1,7.86,2.308,2.9713,0.0761,27.73,-11.75,4859.666667,6.706666667,-72.13333333,Yes,1,phragmites,phragmites,1,phragmites,phragmites,3,phragmites,"phragmites, mystery, alkali BR",2,phragmites,"phragmites,others",4,mystery,"phragmites, mystery, rumex, leafy",2.2,151.4,59.6,41.44256,-112.28673,BRMBR,Great Salt Lake,GSL9,,,N,,11,73.3,4,Y, , , , , , , , , , ,,-43.28,-157,-176.4,0.12,1.666666667,-11.75,13,21.86666667,22.72726395,6,Grazing,Brackish,53.4,22.83,0.0093,0.0774,0.5871,399.1,0.005,0.0173,0.1006,0.0449,37.67,9.62,45.53,1.338,0.0016,6.348,0.0382,3.35,0.0384,4.7,-0.0139,5.478,0.9971,0.8787,0.1303,0.1734
41C,41,C,Native,Untreated,0.25,116.6,0.219,5.371,24.4769,6.6,7.884,0.9241,2.3018,0.07,15.09,30,922.6666667,6.97,-110.6666667,No,1,cattail,cattail,1,cattail,cattail,1,cattail,cattail,1,cattail,cattail,1,cattail,cattail,1,210.4,11.2,41.50555,-112.07122,BRMBR,Great Salt Lake,,,,N,,0,0,0,N,Y, , , , ,Meeting Criteria, , ,Cause, ,,-66.4,-78.6,-65.4,0.126666667,1.7,30,92.2,20.63333333,32.09275794,1,NA,Fresh,70.6,16.86,0.0248,0.0597,0.3564,191.3,0.0031,0.0122,0.0939,0.0315,26.04,8.288,38.21,0.8282,0.0013,1.648,0.0304,2.818,0.0268,2.627,-0.0044,4.901,0.4427,0.6555,0.1004,0.1128
42C,42,C,Native,Untreated,-0.02,181.5,0.804,12.329,15.3323,14.4,7.872,0.83,5.5304,0.2287,21.92,32.8,937.6666667,6.96,-79.9,No,1,hardstem bullrush,hardstem bullrush,1,hardstem bullrush,hardstem bullrush,1,hardstem bullrush,hardstem bullrush,1,hardstem bullrush,hardstem bullrush,1,hardstem bulrush,hardstem bullrush,1,177.4,25,41.50178,-112.07274,BRMBR,Great Salt Lake,,,,N,,0,0,0,N,Y, , , , ,Meeting Criteria, , ,Cause, ,,-47.94,-82.8,-99.8,0.043333333,0.6,32.8,58.4,20.36666667,81.10874177,1,NA,Fresh,175.4,23.26,0.0143,0.1441,0.517,217.6,0.0049,0.0142,0.097,0.076,34.53,11.62,42.87,1.092,0.0008,2.564,0.035,3.681,0.1028,5.943,0.0132,4.794,0.7846,0.5687,0.1211,0.2066
43C,43,C,Untreated,Untreated,0.22,386.4,0.907,13.766,15.1819,19.7,7.651,1.028,10.3732,0.1012,49.69,9.4,1010,6.83,-92.63333333,Yes,2,phragmites,"phragmites, hardstem bullrush",2,phragmites,"phragmites, hardstem bullrush",1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1.4,292.8,24.4,41.4994,-112.07335,BRMBR,Great Salt Lake,,,,N,,14,93.3,5,Y,Y, , , , ,Meeting Criteria, , ,Cause, ,,-55.58,-80.2,-74.2,0.336666667,4.433333333,9.4,7.666666667,21.93333333,40.36365223,2,NA,Fresh,234.4,26.64,0.016,0.1266,0.5065,217.7,0.0045,0.0177,0.1024,0.0768,41.17,13.72,43.98,1.163,0.0042,2.914,0.0374,3.824,0.0603,13.37,-0.0071,4.784,0.6628,0.6255,0.1294,0.243
46C,46,C,Native,Untreated,-0.32,81.7,0.27,7.081,26.2489,5.1,8.095,0.5941,3.8478,0.0647,25.69,5,723.3333333,7.163333333,135,No,4,ground cover,"ground cover, cottonwood, hardstem, unknown",3,hardstem,"hardstem, cyperus esculentess, echinocloa ",4,hardstem,"hardstem, echinocloa, cyperus, cottowood",4,cattail,"cattail, groundcover -cyprus, cottonwood, echihochloa ",2,cyperus esculentes,"cyperus esculentes, echinochloa ",3.4,135.4,1000,40.36026,-111.85788,North Lake Park,Utah Lake,,,,N,,0,0,0,N,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,81,36.2,61.2,0.963333333,13,5,0,22.53333333,23.24084024,7,Mow,Fresh,125.4,11.18,0.0317,0.0464,0.3837,404.3,0.0038,0.011,0.086,0.0513,23.26,3.955,56.37,0.6251,0.002,1.133,0.0295,2.832,0.062,3.954,-0.0042,4.026,1.295,0.4212,0.1311,0.304
47C,47,C,Native,Untreated,-0.09,84.6,0.432,9.13,21.1431,8.2,7.715,1.995,3.145,0.0679,17.8,-7.5,48.36333333,16.92666667,-844.3,Yes,3,grass,"grass, phragmites, unknown",1,phragmites,phragmites,4,hardstem bullrush,"hardstem bullrush, cattail, 2 grasses",3,grass,"grass, hardstem bullrush, cottonwood",3,hardstem bullrush,"hardstem bullrush, grass, tree",2.8,146.2,67.6,40.36037,-111.85968,North Lake Park,Utah Lake,,,,Y,,1,6.7,1,Y,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,-506.58,32.8,30,5.6,75.3,-7.5,NA,22.1,53.66806164,7,Spray + Trample + Mow,Brackish,127.9,12.8,0.0495,0.0628,0.4281,396.8,0.0051,0.0145,0.0746,0.0721,29.88,4.776,47.78,0.6689,0.0057,1.378,0.0301,2.849,0.0757,5.683,-0.0196,4.653,1.389,0.4931,0.1273,0.3756
48C,48,C,Native,Untreated,-0.78,29.8,0.222,6.535,29.4321,5.3,7.957,1.681,1.5801,4.8483,29.01,NA,NA,NA,NA,No,5,cattail,"cattail, hardstem, alkali BR, thistle, other",5,cattail,"cattail, alkali BR, thistle, stinging nettle, unknown ",5,cattail,"cattail, thistle, stinging nettle, unknown, unknown",2,cattail,"cattail, thistle",1,cattail,cattail,3.6,210,137.4,40.36015,-111.85953,North Lake Park,Utah Lake,,,,Y,,0,0,0,N,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,,194.6,198,NA,NA,NA,41.8,NA,16.92222289,7,Spray + Trample + Mow,Brackish,117.8,10.24,0.0164,0.048,0.3115,388.3,0.0031,0.0108,0.0848,0.0384,20.86,4.598,64.94,0.5919,0.0002,2.482,0.0219,2.948,0.0525,4.68,-0.0104,3.343,1.181,0.3454,0.1404,0.2662
